Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2011-214T22:03:08.6645Z [Aug 02] ( 26.590,  89.502)     148317           107      11      33    78117
2011-214T22:03:09.3289Z [Aug 02] ( 26.032,  88.533)       4870             0       1       1    78117
2011-214T22:03:12.1846Z [Aug 02] ( 26.404,  91.667)     736843           194      21      76    78117
2011-214T22:03:12.3062Z [Aug 02] ( 26.323,  91.646)    3632838           161       8     260    78117
2011-214T22:03:12.3670Z [Aug 02] ( 26.403,  91.583)      60734            87       4      10    78117
2011-214T22:03:20.0378Z [Aug 02] ( 26.639,  90.299)    2272001           440      25     226    78117
2011-214T22:03:20.4604Z [Aug 02] ( 26.544,  90.304)     283124           118       9      39    78117
2011-214T22:03:27.5487Z [Aug 02] ( 26.075,  88.505)      69526           284       6      13    78117
2011-214T22:03:27.8010Z [Aug 02] ( 26.072,  88.544)      80757           372       6      17    78117
2011-214T22:03:32.6120Z [Aug 02] ( 26.538,  91.487)     919989            76      14      83    78117
2011-214T22:03:41.3767Z [Aug 02] ( 26.271,  89.986)     248434           533       8      38    78117
2011-214T22:03:41.4123Z [Aug 02] ( 26.749,  89.689)      10426             0       1       2    78117
2011-214T22:03:45.9656Z [Aug 02] ( 25.034,  89.631)     183667            28       4      26    78117
2011-214T22:03:46.2339Z [Aug 02] ( 25.205,  89.747)      17413             2       2       4    78117
2011-214T22:03:46.4454Z [Aug 02] ( 25.042,  89.624)      44475             0       1       7    78117
2011-214T22:03:46.4630Z [Aug 02] ( 25.266,  89.724)      19480             0       1       4    78117
2011-214T22:03:48.3504Z [Aug 02] ( 26.404,  92.449)    6276215           735      45     491    78117
2011-214T22:03:49.0092Z [Aug 02] ( 26.394,  92.366)     847633            16       2      59    78117
2011-214T22:04:15.1702Z [Aug 02] ( 26.381,  92.380)     295023           205      10      46    78117
2011-214T22:04:31.9609Z [Aug 02] ( 26.449,  92.464)     275541           653       8      45    78117
2011-215T16:13:05.7851Z [Aug 03] ( 25.527,  89.362)    4110176           243      32     169    78129
2011-215T16:13:09.7026Z [Aug 03] ( 25.454,  91.142)      85904           377       7      16    78129
2011-215T16:13:27.6451Z [Aug 03] ( 26.449,  92.202)      45924           370       4      11    78129
2011-215T16:13:33.9992Z [Aug 03] ( 26.365,  92.203)     177649           225       8      25    78129
2011-215T16:13:36.1445Z [Aug 03] ( 25.918,  88.415)     173839            26       3      17    78129
2011-215T16:13:40.7871Z [Aug 03] ( 25.519,  91.075)      53786            46       4      10    78129
2011-215T16:13:44.9051Z [Aug 03] ( 26.458,  92.089)      53858            14       3       7    78129
2011-215T16:13:45.3117Z [Aug 03] ( 26.527,  92.206)     120534           327       6      21    78129
2011-215T16:13:45.5192Z [Aug 03] ( 26.503,  92.167)      71058             7       3      12    78129
2011-215T16:14:03.5652Z [Aug 03] ( 26.511,  92.188)      63461           402       6      14    78129
2011-215T16:14:07.5043Z [Aug 03] ( 25.715,  89.298)    2181392           421      24     121    78129
2011-215T16:14:07.7139Z [Aug 03] ( 25.614,  89.225)      28506            28       3       5    78129
2011-215T16:14:07.9199Z [Aug 03] ( 25.779,  89.348)      77893             0       1       6    78129
2011-215T16:14:10.2601Z [Aug 03] ( 26.515,  92.294)      60427           372       6      15    78129
2011-215T16:14:11.2590Z [Aug 03] ( 26.368,  92.383)      85005             0       1      17    78129
2011-215T16:14:11.8284Z [Aug 03] ( 26.380,  92.066)      13229             0       1       3    78129
2011-215T16:14:16.2278Z [Aug 03] ( 26.462,  92.260)      56386           372       5      12    78129
2011-215T16:14:29.2533Z [Aug 03] ( 26.482,  92.174)      25726             0       1       5    78129
2011-215T16:14:29.4593Z [Aug 03] ( 26.437,  92.148)     228870           306       9      37    78129
2011-216T15:17:37.0873Z [Aug 04] ( 27.080,  88.596)     222776            46       3      19    78144
2011-216T15:17:43.2842Z [Aug 04] ( 25.195,  90.983)     234180           264      14      35    78144
2011-216T15:17:51.3680Z [Aug 04] ( 26.262,  90.664)    1426382           286       6     208    78144
2011-216T15:17:51.3680Z [Aug 04] ( 26.478,  90.500)     176010           279       3      39    78144
2011-216T15:17:51.5041Z [Aug 04] ( 26.311,  90.612)    3101474           359       4     402    78144
2011-216T15:17:55.2750Z [Aug 04] ( 25.178,  90.730)     159919           150       3      33    78144
2011-216T15:17:59.4307Z [Aug 04] ( 25.273,  90.982)     892851           417      12      87    78144
2011-216T15:18:02.7734Z [Aug 04] ( 26.061,  91.040)     771538           412      17      91    78144
2011-216T15:18:05.5989Z [Aug 04] ( 26.509,  90.513)    2943815           444      15     307    78144
2011-216T15:18:06.2597Z [Aug 04] ( 25.195,  90.975)     249849           411      13      41    78144
2011-216T15:18:06.4778Z [Aug 04] ( 26.154,  91.824)     341752             2       2      56    78144
2011-216T15:18:06.7808Z [Aug 04] ( 25.029,  90.964)      32551            55       4       7    78144
2011-216T15:18:06.9039Z [Aug 04] ( 26.071,  91.898)    1757661           168      11     179    78144
2011-216T15:18:10.0642Z [Aug 04] ( 26.121,  91.699)     202396           261       6      23    78144
2011-216T15:18:10.9486Z [Aug 04] ( 25.324,  91.064)    1212524           589       9     137    78144
2011-216T15:18:17.3571Z [Aug 04] ( 26.137,  91.112)    2298316           975      46     330    78144
2011-216T15:18:18.0465Z [Aug 04] ( 25.268,  90.787)      69791           153       2      16    78144
2011-216T15:18:18.2324Z [Aug 04] ( 26.129,  91.589)      84764           367       5      20    78144
2011-216T15:18:21.4233Z [Aug 04] ( 26.155,  92.028)    1481017           245      20     119    78144
2011-216T15:18:28.2016Z [Aug 04] ( 26.150,  91.702)      62854            93       3      15    78144
2011-216T15:18:30.9770Z [Aug 04] ( 26.495,  90.546)     121747             0       1      21    78144
2011-216T15:18:30.9790Z [Aug 04] ( 26.436,  90.566)     198952           361      11      28    78144
2011-216T15:18:33.1830Z [Aug 04] ( 25.198,  90.957)    1378381           719      32     147    78144
2011-216T15:18:36.7030Z [Aug 04] ( 26.279,  92.149)    1570906           621       8     313    78144
2011-216T15:18:38.6904Z [Aug 04] ( 26.230,  91.577)      30533             0       1       7    78144
2011-216T15:18:39.0432Z [Aug 04] ( 26.136,  91.544)     504533           171       4      95    78144
2011-216T15:18:41.1452Z [Aug 04] ( 26.051,  91.017)     282940           560      15      38    78144
2011-216T15:18:43.1039Z [Aug 04] ( 26.110,  91.672)     143980           433      10      26    78144
2011-216T15:18:43.5748Z [Aug 04] ( 25.074,  90.964)     123015           139       5      20    78144
2011-216T15:18:55.6374Z [Aug 04] ( 26.339,  90.734)    6290568           640      12     522    78144
2011-216T15:18:55.6500Z [Aug 04] ( 26.380,  90.707)    1284619           278       3     150    78144
2011-216T15:18:56.9299Z [Aug 04] ( 26.122,  91.054)     232735           220       4      28    78144
2011-216T15:19:01.2575Z [Aug 04] ( 26.151,  92.055)     365956           494      20      53    78144
2011-216T15:19:06.3192Z [Aug 04] ( 25.303,  91.032)      87672            93       3      18    78144
2011-216T15:19:06.5071Z [Aug 04] ( 25.333,  90.921)      69021             0       1      15    78144
2011-216T15:19:09.3307Z [Aug 04] ( 26.266,  91.645)      13229             0       1       3    78144
2011-216T15:19:09.7805Z [Aug 04] ( 26.260,  91.620)      48716             0       1       9    78144
2011-216T15:19:09.7820Z [Aug 04] ( 26.158,  91.613)      61960             0       1      13    78144
2011-216T15:19:12.4714Z [Aug 04] ( 26.123,  91.680)     103040           120       4      17    78144
2011-216T15:19:14.6251Z [Aug 04] ( 26.142,  91.573)      91143           175       2      14    78144
2011-216T15:19:18.3301Z [Aug 04] ( 26.186,  92.033)      98056           426       7      17    78144
2011-216T21:49:15.2696Z [Aug 04] ( 26.228,  89.351)      40758           209       6      10    78148
2011-216T21:49:16.7846Z [Aug 04] ( 26.345,  89.285)     193563           320       4      23    78148
2011-216T21:49:27.3805Z [Aug 04] ( 26.252,  89.639)      58461           209       3      11    78148
2011-216T21:49:27.4378Z [Aug 04] ( 26.295,  89.646)      64759            30       4      14    78148
2011-216T21:49:37.2567Z [Aug 04] ( 24.326,  89.516)     753443            18       6      61    78148
2011-216T21:49:40.4150Z [Aug 04] ( 24.231,  89.746)      32777            28       4       8    78148
2011-216T21:49:43.3677Z [Aug 04] ( 26.200,  89.731)      12118             0       1       3    78148
2011-216T21:49:44.1320Z [Aug 04] ( 23.560,  89.587)      59282           168       4      12    78148
2011-216T21:49:44.1752Z [Aug 04] ( 26.367,  89.163)     356285           280       6      49    78148
2011-216T21:49:51.7420Z [Aug 04] ( 26.283,  89.348)     814760           239      16     119    78148
2011-216T21:49:52.7605Z [Aug 04] ( 26.244,  89.854)     898921           741      20     113    78148
2011-216T21:49:58.7499Z [Aug 04] ( 25.443,  90.897)     289905            23       9      42    78148
2011-216T21:49:58.8534Z [Aug 04] ( 23.415,  89.570)     436830           374      18      78    78148
2011-216T21:50:01.3815Z [Aug 04] ( 26.061,  90.064)     493257           211      17      89    78148
2011-216T21:50:05.3403Z [Aug 04] ( 25.079,  90.916)     131805           327       7      32    78148
2011-216T21:50:10.0925Z [Aug 04] ( 23.920,  90.836)      83740           273       9      20    78148
2011-216T21:50:12.8497Z [Aug 04] ( 26.302,  89.629)      76106            64       4      13    78148
2011-216T21:50:19.7486Z [Aug 04] ( 24.391,  89.893)     777631           393      22     121    78148
2011-216T21:50:23.3777Z [Aug 04] ( 26.275,  89.670)      53340           381       6      11    78148
2011-216T21:50:24.3465Z [Aug 04] ( 23.371,  89.540)    1137110           665      24     194    78148
2011-216T21:50:27.2792Z [Aug 04] ( 23.456,  89.599)     365088           113      14      45    78148
2011-216T21:50:29.1771Z [Aug 04] ( 26.333,  89.739)      12896             0       1       2    78148
2011-216T21:50:35.3992Z [Aug 04] ( 26.266,  89.335)     683564           655      17      75    78148
2011-216T21:50:43.7624Z [Aug 04] ( 23.342,  89.502)     241359           263      10      40    78148
2011-216T21:50:44.2870Z [Aug 04] ( 23.572,  89.550)     563440            76       2      39    78148
2011-216T21:50:46.8543Z [Aug 04] ( 23.809,  90.299)      32328            77       6       6    78148
2011-216T21:50:47.0156Z [Aug 04] ( 23.731,  90.309)     314284             2       2      34    78148
2011-216T21:50:48.3889Z [Aug 04] ( 23.351,  89.569)     178717           325       5      23    78148
2011-216T21:51:02.4747Z [Aug 04] ( 25.252,  90.830)      59682           137       4      11    78148
2011-216T21:51:02.6088Z [Aug 04] ( 25.293,  90.802)    1404343             2       2      81    78148
2011-216T21:51:08.8972Z [Aug 04] ( 23.487,  89.533)     734944           266      21      67    78148
2011-216T21:51:13.1172Z [Aug 04] ( 23.403,  89.580)      17847             9       2       3    78148
2011-216T21:51:13.5202Z [Aug 04] ( 23.399,  89.606)      28100           175       3       5    78148
2011-217T14:21:44.0819Z [Aug 05] ( 24.557,  87.715)    4483292           262       3     244    78159
2011-217T14:21:44.1517Z [Aug 05] ( 24.589,  87.709)    1070970           194       3     127    78159
2011-217T14:22:11.9951Z [Aug 05] ( 23.946,  88.819)     394072           282       5      52    78159
2011-217T20:54:12.0417Z [Aug 05] ( 23.851,  88.194)     135114           277      11      27    78163
2011-217T20:54:14.5879Z [Aug 05] ( 25.884,  88.930)     828931           206      18      91    78163
2011-217T20:54:23.8411Z [Aug 05] ( 23.981,  89.893)       4158             0       1       1    78163
2011-217T20:54:34.4836Z [Aug 05] ( 23.760,  88.188)      54306           367       6      13    78163
2011-217T20:54:35.6098Z [Aug 05] ( 23.993,  89.883)     156260           208       5      14    78163
2011-217T20:54:48.4779Z [Aug 05] ( 23.845,  88.244)     370869           310       4      40    78163
2011-217T20:54:51.1246Z [Aug 05] ( 23.965,  89.881)     304645           334      11      40    78163
2011-217T20:54:52.5462Z [Aug 05] ( 24.439,  88.605)      23626            91       2       4    78163
2011-217T20:54:54.0035Z [Aug 05] ( 26.744,  90.735)    5958245           537      55     502    78163
2011-217T20:54:54.2829Z [Aug 05] ( 26.755,  90.636)     111600            75       2      22    78163
2011-217T20:55:05.8978Z [Aug 05] ( 27.013,  90.134)     965426           105      25      90    78163
2011-217T20:55:06.7053Z [Aug 05] ( 25.125,  89.651)    1971481           338      22     141    78163
2011-217T20:55:06.8340Z [Aug 05] ( 23.976,  89.905)     421083           437      18      52    78163
2011-217T20:55:09.0847Z [Aug 05] ( 23.810,  88.130)     627622           505      14      67    78163
2011-217T20:55:12.3309Z [Aug 05] ( 25.096,  89.564)     265300           182       5      34    78163
2011-217T20:55:22.0262Z [Aug 05] ( 23.955,  89.915)     357055           231      10      37    78163
2011-217T20:55:27.9382Z [Aug 05] ( 23.671,  88.084)     298861           644      11      37    78163
2011-217T20:55:37.4119Z [Aug 05] ( 23.998,  89.903)     512304           286      15      60    78163
2011-217T20:55:45.5977Z [Aug 05] ( 23.975,  89.880)      25019            84       4       4    78163
2011-218T21:36:42.3928Z [Aug 06] ( 20.795,  87.981)      70839           218       7      18    78179
2011-218T21:36:43.4672Z [Aug 06] ( 20.841,  88.116)       7910             0       1       2    78179
2011-218T21:37:57.2778Z [Aug 06] ( 20.808,  88.054)      66399             0       1       7    78179
2011-219T14:09:04.6242Z [Aug 07] ( 25.671,  89.808)     274192           336      11      37    78190
2011-219T14:09:37.9931Z [Aug 07] ( 25.523,  89.562)     537025           136      16      65    78190
2011-219T14:09:43.9448Z [Aug 07] ( 25.603,  89.365)    1025013           282      17      95    78190
2011-219T14:09:59.7259Z [Aug 07] ( 25.525,  88.420)    1252989           338      12     133    78190
2011-219T14:10:06.4977Z [Aug 07] ( 25.468,  89.212)      52197             5       4      10    78190
2011-219T20:41:37.4691Z [Aug 07] ( 21.532,  89.585)    1413073           807      24     175    78194
2011-219T20:41:37.7681Z [Aug 07] ( 21.611,  89.518)      60329            12       2      14    78194
2011-219T20:41:37.9776Z [Aug 07] ( 21.462,  89.679)      48459            23       2      10    78194
2011-219T20:41:57.3161Z [Aug 07] ( 20.799,  88.516)    3167207           401      38     307    78194
2011-219T20:42:04.4351Z [Aug 07] ( 21.174,  89.349)    8930583           186       7     325    78194
2011-220T13:12:57.1930Z [Aug 08] ( 21.853,  89.042)     679023           454      22      75    78205
2011-220T13:13:40.5653Z [Aug 08] ( 21.888,  88.983)    2997729           118      10     170    78205
2011-220T13:13:40.6532Z [Aug 08] ( 21.894,  89.082)     394662           440      13      51    78205
2011-220T13:13:40.6623Z [Aug 08] ( 21.891,  88.871)     384092            60      11      57    78205
2011-220T13:13:41.1507Z [Aug 08] ( 21.941,  88.911)     171719            60       4      23    78205
2011-220T13:13:41.2366Z [Aug 08] ( 21.860,  88.897)      13238             0       1       3    78205
2011-220T19:45:49.6425Z [Aug 08] ( 22.346,  88.638)      60198             0       1      13    78209
2011-220T19:46:02.7519Z [Aug 08] ( 22.505,  88.901)     206126           340       5      39    78209
2011-220T19:46:02.9026Z [Aug 08] ( 22.403,  88.838)     428327           467      11      53    78209
2011-220T19:47:00.9963Z [Aug 08] ( 22.273,  90.509)    5153965           393      11     176    78209
2011-221T12:17:51.4285Z [Aug 09] ( 21.899,  89.343)     196750           168       4      32    78220
2011-221T12:18:44.3192Z [Aug 09] ( 23.640,  87.784)     139992           189       9      24    78220
2011-221T12:18:44.4841Z [Aug 09] ( 23.590,  87.739)     407503           218       8      54    78220
2011-223T18:36:53.7486Z [Aug 11] ( 21.430,  87.984)      62160            32       5      10    78255
2011-223T18:37:51.3092Z [Aug 11] ( 21.432,  88.043)     326276           271      15      54    78255
2011-224T11:09:15.1586Z [Aug 12] ( 26.854,  88.920)     176005           689       9      21    78266
2011-224T11:09:26.5278Z [Aug 12] ( 26.446,  87.510)      53912           148       5       7    78266
2011-224T11:09:36.9377Z [Aug 12] ( 24.015,  92.241)     415963           662      14      33    78266
2011-224T11:09:44.7607Z [Aug 12] ( 25.995,  91.075)     350246           357       8      35    78266
2011-224T11:09:46.7014Z [Aug 12] ( 23.967,  92.310)     847550           632      20      75    78266
2011-224T11:09:53.1505Z [Aug 12] ( 26.111,  90.380)      70173           145       4       9    78266
2011-224T11:09:55.6751Z [Aug 12] ( 24.063,  92.182)     255662           256       5      22    78266
2011-224T11:09:59.9133Z [Aug 12] ( 27.382,  90.553)     123781            96       5      19    78266
2011-224T11:10:00.2891Z [Aug 12] ( 24.058,  92.298)     607066           488      12      45    78266
2011-224T11:10:06.1925Z [Aug 12] ( 23.992,  92.209)     341388           626      17      36    78266
2011-224T11:10:06.3393Z [Aug 12] ( 25.985,  91.056)     218313           411       7      28    78266
2011-224T11:10:09.4870Z [Aug 12] ( 24.050,  92.194)     190797           628      13      25    78266
2011-224T11:10:24.2245Z [Aug 12] ( 24.065,  92.201)     538852           331      12      41    78266
2011-224T11:10:29.1374Z [Aug 12] ( 26.009,  91.059)     127932           243      10      19    78266
2011-224T11:10:29.4741Z [Aug 12] ( 24.020,  92.366)    2449312           639      31     169    78266
2011-224T11:10:33.4791Z [Aug 12] ( 23.998,  92.187)     202176           516      10      21    78266
2011-224T11:10:33.7605Z [Aug 12] ( 26.853,  88.812)     172397           413      10      23    78266
2011-224T11:10:51.7191Z [Aug 12] ( 24.074,  92.159)      47717            80       3       7    78266
2011-224T11:10:55.6954Z [Aug 12] ( 24.021,  92.289)     556558           361       9      35    78266
2011-224T11:10:56.2486Z [Aug 12] ( 26.019,  91.041)     423670           303      13      52    78266
2011-224T11:11:03.0777Z [Aug 12] ( 23.974,  92.182)      52946           202       5       9    78266
2011-224T11:11:03.8832Z [Aug 12] ( 24.010,  92.166)      29268           148       2       3    78266
2011-224T17:40:52.5923Z [Aug 12] ( 27.043,  88.483)    5032313           499      24     324    78270
2011-224T17:40:54.5657Z [Aug 12] ( 27.088,  88.358)      69123           166       5      17    78270
2011-224T17:41:00.7983Z [Aug 12] ( 27.142,  88.599)     178091            87       5      34    78270
2011-224T17:41:14.4508Z [Aug 12] ( 27.167,  88.572)     284568           375      10      58    78270
2011-224T17:41:14.7443Z [Aug 12] ( 27.053,  88.647)       7844             0       1       2    78270
2011-224T17:41:19.5302Z [Aug 12] ( 26.345,  90.140)    1487541           547      30     213    78270
2011-224T17:41:20.0764Z [Aug 12] ( 26.293,  90.111)    1752202             0       1      72    78270
2011-224T17:41:22.3844Z [Aug 12] ( 27.131,  88.582)     608778           309      14     106    78270
2011-224T17:41:32.2481Z [Aug 12] ( 27.154,  88.559)      52219           107       3      14    78270
2011-224T17:41:41.3219Z [Aug 12] ( 27.059,  88.510)    1247557           662      13     104    78270
2011-224T17:41:41.4957Z [Aug 12] ( 27.034,  88.499)    8499846           451      13     347    78270
2011-224T17:41:53.1448Z [Aug 12] ( 27.061,  88.655)      73883           112       2      10    78270
2011-224T17:41:54.0775Z [Aug 12] ( 27.078,  88.588)      53859           232       6      11    78270
2011-224T17:42:01.2804Z [Aug 12] ( 26.345,  90.117)    1265355           635      11     171    78270
2011-224T17:42:01.5025Z [Aug 12] ( 26.401,  90.108)     369597            30       5      55    78270
2011-224T17:42:02.4155Z [Aug 12] ( 27.162,  88.592)      17969             0       1       4    78270
2011-224T17:42:10.0255Z [Aug 12] ( 27.090,  88.652)      82739           209       6      16    78270
2011-224T17:42:11.8943Z [Aug 12] ( 27.041,  88.354)     332738           435      14      46    78270
2011-224T17:42:22.3454Z [Aug 12] ( 27.104,  88.634)      50325           109       3       9    78270
2011-224T17:42:39.4628Z [Aug 12] ( 25.187,  92.329)    1013115           201      24     110    78270
2011-225T10:15:16.2759Z [Aug 13] ( 25.456,  91.736)      87678           286       3      13    78281
2011-225T16:46:22.5691Z [Aug 13] ( 26.521,  92.022)    1829690           521      27     186    78285
2011-225T16:47:09.7122Z [Aug 13] ( 26.520,  92.042)    2617513           539      37     197    78285
2011-226T10:56:39.3626Z [Aug 14] ( 27.041,  92.394)      68456           218       3       8    78297
2011-226T10:57:35.9060Z [Aug 14] ( 27.051,  92.429)    1075472           413      18      96    78297
2011-227T10:00:22.0163Z [Aug 15] ( 23.997,  88.156)     365928           429       7      39    78312
2011-227T10:00:35.4463Z [Aug 15] ( 24.012,  88.167)     129056             1       2      12    78312
2011-227T10:00:51.1436Z [Aug 15] ( 23.123,  87.518)      75790           150       4       8    78312
2011-227T10:00:53.8993Z [Aug 15] ( 25.352,  91.062)    2004854           533      18     100    78312
2011-227T10:00:54.2340Z [Aug 15] ( 24.003,  88.175)     457020           257      10      51    78312
2011-227T10:00:55.9867Z [Aug 15] ( 24.922,  89.868)    1165795           546      18     107    78312
2011-227T10:00:58.5741Z [Aug 15] ( 25.126,  87.501)     815261           514      12      83    78312
2011-227T10:01:14.1297Z [Aug 15] ( 24.001,  88.160)     112108            98       3      13    78312
2011-227T10:01:37.7213Z [Aug 15] ( 24.947,  90.707)     221246           214       6      28    78312
2011-227T10:01:48.2167Z [Aug 15] ( 25.043,  91.054)     348015           385      12      45    78312
2011-227T16:32:28.2303Z [Aug 15] ( 25.197,  88.448)      90737           338      10      21    78316
2011-227T16:32:47.8522Z [Aug 15] ( 25.202,  88.410)     347568           123      14      50    78316
2011-227T16:32:47.9667Z [Aug 15] ( 25.071,  88.421)     220098             7       5      43    78316
2011-227T16:33:22.8361Z [Aug 15] ( 25.384,  88.689)     703082           512      17     100    78316
2011-227T16:33:25.0366Z [Aug 15] ( 25.536,  88.815)     863296           787      25      99    78316
2011-227T16:33:25.1693Z [Aug 15] ( 25.447,  88.856)       5025             0       1       1    78316
2011-227T16:33:35.2691Z [Aug 15] ( 23.194,  88.159)      35977           238       4       8    78316
2011-227T16:33:35.3018Z [Aug 15] ( 23.147,  88.168)     157268            67       4      23    78316
2011-227T16:33:35.3912Z [Aug 15] ( 23.152,  88.064)     420129           132      18      64    78316
2011-228T09:04:16.1182Z [Aug 16] ( 22.547,  88.144)      75174            82       7       9    78327
2011-228T09:05:11.0878Z [Aug 16] ( 22.759,  89.309)     168642            71       3      13    78327
2011-228T09:05:15.1024Z [Aug 16] ( 23.289,  90.312)     199277           350       7      22    78327
2011-228T09:05:16.1943Z [Aug 16] ( 23.973,  89.223)    1126321           263      23      69    78327
2011-228T09:05:21.6716Z [Aug 16] ( 22.569,  88.206)    1301215           176      10      79    78327
2011-228T09:05:59.3751Z [Aug 16] ( 24.086,  90.853)     454543           222       6      40    78327
2011-228T15:36:46.5536Z [Aug 16] ( 23.735,  88.552)       4158             0       1       1    78331
2011-228T15:36:51.7978Z [Aug 16] ( 23.864,  88.744)     281557            51       9      35    78331
2011-228T15:36:56.2203Z [Aug 16] ( 23.248,  88.487)     573916           241      24      77    78331
2011-228T15:37:26.1461Z [Aug 16] ( 23.990,  88.695)     366465           526      12      53    78331
2011-228T15:37:32.6671Z [Aug 16] ( 24.466,  88.933)      55698            76       3      12    78331
2011-228T15:37:32.7460Z [Aug 16] ( 24.402,  88.985)    1697020           213       2     117    78331
2011-228T15:37:32.7475Z [Aug 16] ( 24.392,  89.133)     649362           548      16      75    78331
2011-228T15:37:38.4107Z [Aug 16] ( 23.504,  88.619)    1008769           426      16     108    78331
2011-228T15:37:42.7886Z [Aug 16] ( 24.821,  89.948)     556086           361      16      78    78331
2011-228T15:37:52.0904Z [Aug 16] ( 23.299,  88.475)      39010           229       5       9    78331
2011-228T15:37:55.7768Z [Aug 16] ( 23.968,  88.761)      94575           162       7      17    78331
2011-228T15:38:14.9670Z [Aug 16] ( 23.787,  88.629)      70956           428       6      13    78331
2011-231T07:55:57.7062Z [Aug 19] ( 25.519,  90.131)     191349            91       5      16    78373
2011-231T07:56:39.5227Z [Aug 19] ( 25.652,  91.662)    1783349           172      11      58    78373
2011-231T07:57:10.7992Z [Aug 19] ( 25.650,  91.690)      62626            55       4       7    78373
2011-231T07:57:30.1627Z [Aug 19] ( 25.718,  91.773)      99230            36       6      10    78373
2011-231T07:57:31.3356Z [Aug 19] ( 25.788,  91.162)     185230           359       8      14    78373
2011-231T14:28:20.5007Z [Aug 19] ( 23.416,  91.588)     282012           453      10      29    78377
2011-231T14:28:45.9667Z [Aug 19] ( 23.418,  91.657)     383113           555      14      46    78377
2011-231T14:28:51.5873Z [Aug 19] ( 23.321,  91.100)      73050            66       4      14    78377
2011-231T14:28:53.4043Z [Aug 19] ( 23.447,  91.569)    2550679           641      32     141    78377
2011-231T14:29:15.1609Z [Aug 19] ( 23.426,  91.669)     164352           229       9      29    78377
2011-231T14:29:30.2260Z [Aug 19] ( 23.452,  91.566)    2011662           687      48     198    78377
2011-231T14:29:35.5255Z [Aug 19] ( 23.326,  91.257)      55632            44       5      12    78377
2011-231T14:29:51.6273Z [Aug 19] ( 23.426,  91.667)     282904           664      16      51    78377
2011-232T07:00:34.5406Z [Aug 20] ( 22.101,  89.421)   26219702           191     108     282    78388
2011-232T07:00:34.6370Z [Aug 20] ( 22.267,  89.400)     951082            93      33      41    78388
2011-233T12:36:12.2814Z [Aug 21] ( 26.568,  88.615)      15256             2       2       3    78407
2011-233T12:36:35.9856Z [Aug 21] ( 26.595,  88.388)     116321           220       4      19    78407
2011-233T12:36:55.5396Z [Aug 21] ( 26.658,  88.604)      24712            25       3       6    78407
2011-233T12:36:59.7702Z [Aug 21] ( 26.611,  88.607)      11552             0       1       2    78407
2011-233T12:37:06.7194Z [Aug 21] ( 26.575,  88.523)     909674           587      23     133    78407
2011-233T12:37:25.9689Z [Aug 21] ( 26.717,  89.567)      21518            78       4       4    78407
2011-233T12:37:25.9704Z [Aug 21] ( 26.723,  89.604)    8511731            75      24     247    78407
2011-235T05:50:15.1698Z [Aug 23] ( 24.789,  87.823)      53147            46       2       4    78434
2011-235T12:22:57.7086Z [Aug 23] ( 24.029,  88.176)      90637           207       5      18    78438
2011-235T12:23:06.7416Z [Aug 23] ( 24.565,  90.728)     231137           160       9      31    78438
2011-235T12:23:13.5777Z [Aug 23] ( 24.943,  88.921)     288790           253      12      41    78438
2011-235T12:23:16.9380Z [Aug 23] ( 25.479,  88.670)     163091           274       3      20    78438
2011-235T12:23:37.0845Z [Aug 23] ( 24.033,  88.196)     113890            89       4      20    78438
2011-235T12:23:38.0051Z [Aug 23] ( 24.633,  90.684)      47317           201       3       8    78438
2011-235T12:23:43.4768Z [Aug 23] ( 24.754,  90.674)     131635           229       5      20    78438
2011-235T12:23:45.2366Z [Aug 23] ( 23.997,  88.200)       8084            60       2       2    78438
2011-235T12:23:47.7185Z [Aug 23] ( 23.748,  90.798)     116186           338       4      17    78438
2011-235T12:23:49.2938Z [Aug 23] ( 24.933,  88.980)     165526           180       7      26    78438
2011-235T12:23:50.3752Z [Aug 23] ( 25.395,  90.968)      38417            14       3       9    78438
2011-235T12:24:07.6821Z [Aug 23] ( 24.501,  90.729)    1171965           417      17     129    78438
2011-235T12:24:08.0348Z [Aug 23] ( 23.948,  88.303)      11009             0       1       2    78438
2011-235T12:24:14.2604Z [Aug 23] ( 24.623,  90.698)     267748           236       9      42    78438
2011-235T12:24:28.2135Z [Aug 23] ( 24.551,  90.712)      71253           102       4      13    78438
2011-235T12:24:32.5822Z [Aug 23] ( 23.727,  90.851)    1044054           526      21     116    78438
2011-235T12:24:42.6751Z [Aug 23] ( 23.762,  91.986)    1171534           585       9     163    78438
2011-235T12:25:09.7582Z [Aug 23] ( 23.100,  92.480)      81981           291       7      18    78438
2011-236T04:54:55.0196Z [Aug 24] ( 22.249,  88.780)    1049746           319      11      61    78449
2011-236T04:55:06.3752Z [Aug 24] ( 24.867,  89.638)      65235            39       4       8    78449
2011-236T04:55:24.4533Z [Aug 24] ( 22.128,  90.282)      48636           211       5       6    78449
2011-236T04:55:27.9181Z [Aug 24] ( 22.253,  88.796)     208292           150       4      13    78449
2011-236T04:55:57.8443Z [Aug 24] ( 23.710,  90.599)     455946            89       5      14    78449
2011-236T11:26:42.5230Z [Aug 24] ( 26.655,  88.424)      92715           141       4      11    78453
2011-236T11:26:52.8616Z [Aug 24] ( 26.697,  88.034)     100380           255       5      11    78453
