Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2012-133T16:28:47.5632Z [May 12] ( 25.473,  90.536)     553176           585      18      71    82540
2012-133T16:28:47.9607Z [May 12] ( 25.386,  90.632)     327721           209       8      22    82540
2012-133T16:28:47.9647Z [May 12] ( 24.982,  89.965)      11112             0       1       2    82540
2012-133T16:28:48.0305Z [May 12] ( 25.724,  91.162)    8168909           213      14     210    82540
2012-133T16:28:48.1024Z [May 12] ( 25.788,  91.120)    1974857            48       6      82    82540
2012-133T16:28:48.1330Z [May 12] ( 25.099,  89.586)      68832            30       3       7    82540
2012-133T16:28:48.4622Z [May 12] ( 25.080,  89.973)      26476           247       5       6    82540
2012-133T16:28:48.5717Z [May 12] ( 25.204,  90.309)       4870             0       1       1    82540
2012-133T16:28:48.5928Z [May 12] ( 25.033,  89.332)      34140           204       2       8    82540
2012-133T16:28:48.6109Z [May 12] ( 25.439,  90.586)     706313           472      15      69    82540
2012-133T16:28:48.6536Z [May 12] ( 25.163,  89.892)     126569           479       8      21    82540
2012-133T16:28:48.8813Z [May 12] ( 24.986,  89.378)     929417           542      19      91    82540
2012-133T16:28:48.9225Z [May 12] ( 25.327,  89.893)     802291           595      23      85    82540
2012-133T16:28:49.0154Z [May 12] ( 25.319,  90.418)      92466           145       4      16    82540
2012-133T16:28:49.0531Z [May 12] ( 25.654,  88.787)     138830           271      12      26    82540
2012-133T16:28:49.2396Z [May 12] ( 25.355,  90.342)       4870             0       1       1    82540
2012-133T16:28:49.3451Z [May 12] ( 25.419,  89.821)     134344           216       6      19    82540
2012-133T16:28:49.4024Z [May 12] ( 24.922,  89.283)      55636            96       6      10    82540
2012-133T16:28:49.4039Z [May 12] ( 25.246,  90.431)     217633           360       8      25    82540
2012-133T16:28:49.6315Z [May 12] ( 25.157,  89.604)      14618             0       1       3    82540
2012-133T16:28:49.9215Z [May 12] ( 25.211,  90.160)     414180           438      11      47    82540
2012-133T16:28:49.9808Z [May 12] ( 25.521,  90.594)     233790           417      16      39    82540
2012-133T16:28:50.0396Z [May 12] ( 25.214,  89.978)     823140           462      11      52    82540
2012-133T16:28:50.1953Z [May 12] ( 25.465,  89.051)     153094           231       7      23    82540
2012-133T16:28:50.2009Z [May 12] ( 25.252,  89.896)     118025            21       4      12    82540
2012-133T16:28:50.2491Z [May 12] ( 25.037,  89.543)      20854             0       1       3    82540
2012-133T16:28:50.3174Z [May 12] ( 25.302,  89.829)     211352           289       6      24    82540
2012-133T16:28:50.3280Z [May 12] ( 25.210,  89.727)      43836            50       3       9    82540
2012-133T16:28:50.4767Z [May 12] ( 25.393,  90.592)     160715            67       2      11    82540
2012-133T16:28:50.5069Z [May 12] ( 26.652,  88.832)     672552           556      19      64    82540
2012-133T16:28:50.6752Z [May 12] ( 24.877,  89.230)       9054             0       1       2    82540
2012-133T16:28:50.6948Z [May 12] ( 25.086,  89.407)     508821           720      28      75    82540
2012-133T16:28:50.9637Z [May 12] ( 26.777,  89.111)      20809             0       1       4    82540
2012-133T16:28:50.9798Z [May 12] ( 25.121,  89.534)      50121           327       6      11    82540
2012-133T16:28:50.9978Z [May 12] ( 26.716,  88.849)     165616             0       1      23    82540
2012-133T16:28:51.0335Z [May 12] ( 24.905,  89.189)       9740             0       1       2    82540
2012-133T16:28:51.0602Z [May 12] ( 25.001,  89.620)      91780           202       4      13    82540
2012-133T16:28:51.1642Z [May 12] ( 25.620,  88.768)     214036           263       7      24    82540
2012-133T16:28:51.2501Z [May 12] ( 25.321,  90.301)      35496           137       2       5    82540
2012-133T16:28:51.4828Z [May 12] ( 25.268,  90.365)      65430           275       7      12    82540
2012-133T16:28:51.4918Z [May 12] ( 25.375,  90.598)       6250             0       1       1    82540
2012-133T16:28:51.5400Z [May 12] ( 25.100,  89.977)      30633           145       5       7    82540
2012-133T16:28:51.5581Z [May 12] ( 26.585,  88.855)     149969           196       8      16    82540
2012-133T16:28:51.7762Z [May 12] ( 25.440,  90.645)    1246596          1471      40     128    82540
2012-133T16:28:52.3657Z [May 12] ( 25.275,  89.853)      67446           322      11      12    82540
2012-133T16:28:52.4139Z [May 12] ( 25.204,  89.555)     350847           553      17      54    82540
2012-133T16:28:52.6305Z [May 12] ( 25.201,  89.931)      91144           259       8      18    82540
2012-133T16:28:52.7450Z [May 12] ( 25.188,  90.040)    1165191           703      30     131    82540
2012-133T16:28:52.8581Z [May 12] ( 26.676,  88.975)     114189           180       6      21    82540
2012-133T16:28:53.0315Z [May 12] ( 24.929,  89.234)     107849           358       4      15    82540
2012-133T16:28:53.0350Z [May 12] ( 25.237,  90.055)      24388           206       2       5    82540
2012-133T16:28:53.3682Z [May 12] ( 25.295,  90.346)      83448            66       4      10    82540
2012-133T16:28:53.4933Z [May 12] ( 25.603,  88.807)     184771           180       7      22    82540
2012-133T16:28:53.8048Z [May 12] ( 25.382,  90.613)       5556             0       1       1    82540
2012-133T16:28:53.8174Z [May 12] ( 25.366,  90.284)     649997           412      13      57    82540
2012-133T16:28:54.0591Z [May 12] ( 25.223,  89.839)     144043           376       9      21    82540
2012-133T16:28:54.0646Z [May 12] ( 25.107,  89.563)      52888           120       6       9    82540
2012-133T16:28:54.1310Z [May 12] ( 25.117,  90.124)      66099           341       6      12    82540
2012-133T16:28:54.1616Z [May 12] ( 25.461,  90.586)       9739             0       1       2    82540
2012-133T16:28:54.2938Z [May 12] ( 25.397,  88.760)      35456            27       2       5    82540
2012-133T16:28:54.4727Z [May 12] ( 25.215,  90.339)      25733           107       4       4    82540
2012-133T16:28:54.5053Z [May 12] ( 25.194,  89.739)     369948           114       5      29    82540
2012-133T16:28:54.5088Z [May 12] ( 25.267,  89.917)     482278           325      11      35    82540
2012-133T16:28:54.5445Z [May 12] ( 25.418,  90.567)     265890           501      12      35    82540
2012-133T16:28:54.6696Z [May 12] ( 24.884,  89.300)     615064           755      23      59    82540
2012-133T16:28:54.6772Z [May 12] ( 25.537,  89.118)    1939280           542      30     141    82540
2012-133T16:28:54.7219Z [May 12] ( 25.019,  89.346)      32695             0       1       6    82540
2012-133T16:28:55.0943Z [May 12] ( 25.037,  89.541)       5556             0       1       1    82540
2012-133T16:28:55.1852Z [May 12] ( 25.249,  90.207)     296499           417      11      36    82540
2012-133T16:28:55.2661Z [May 12] ( 25.187,  90.122)     168313           296       7      24    82540
2012-133T16:28:55.5686Z [May 12] ( 25.183,  89.892)     141446           317      12      29    82540
2012-133T16:28:55.5882Z [May 12] ( 25.214,  89.613)     179070            52       4      21    82540
2012-133T16:28:55.7551Z [May 12] ( 25.484,  90.598)     376584           246      10      40    82540
2012-133T16:28:55.8747Z [May 12] ( 25.219,  90.389)      42493           189       4       7    82540
2012-133T16:28:55.9822Z [May 12] ( 24.912,  89.246)      11836             0       1       2    82540
2012-133T16:28:56.0199Z [May 12] ( 25.124,  89.921)      20975           271       3       4    82540
2012-133T16:28:56.0415Z [May 12] ( 24.981,  89.295)      47347            67       4       8    82540
2012-133T16:28:56.0787Z [May 12] ( 25.243,  90.291)      40310           206       6       7    82540
2012-133T16:28:56.1204Z [May 12] ( 25.395,  90.618)      68989            69       4      11    82540
2012-133T16:28:56.3455Z [May 12] ( 25.684,  88.813)      82520           136       4       8    82540
2012-133T16:28:56.4319Z [May 12] ( 25.177,  89.981)     202405           322       9      26    82540
2012-133T16:28:56.7003Z [May 12] ( 25.128,  89.090)      28524            55       2       4    82540
2012-133T16:28:56.8581Z [May 12] ( 25.122,  89.540)     196816           465      11      26    82540
2012-133T16:28:56.8616Z [May 12] ( 25.339,  90.338)      15313             0       1       3    82540
2012-133T16:28:56.8882Z [May 12] ( 25.378,  90.591)     133663           232      10      18    82540
2012-133T16:28:57.1585Z [May 12] ( 25.280,  89.760)     195346           340      14      28    82540
2012-133T16:28:57.5540Z [May 12] ( 25.225,  90.044)      51487           240       4      10    82540
2012-133T16:28:57.5580Z [May 12] ( 25.053,  89.933)       9739             0       1       2    82540
2012-133T16:28:57.6118Z [May 12] ( 25.291,  90.383)     111855             0       1       8    82540
2012-133T16:28:57.6776Z [May 12] ( 25.328,  90.274)     133504           327       8      19    82540
2012-133T16:28:57.7656Z [May 12] ( 25.241,  89.931)     138528           231       7      17    82540
2012-133T16:28:57.7691Z [May 12] ( 24.993,  90.087)     226745           515      12      30    82540
2012-133T16:28:57.8495Z [May 12] ( 24.884,  89.236)      33402            52       4       7    82540
2012-133T16:28:58.1776Z [May 12] ( 25.174,  89.709)      13229           137       2       3    82540
2012-133T16:28:58.4530Z [May 12] ( 25.363,  90.402)     798517           499      25      95    82540
2012-133T16:28:58.5033Z [May 12] ( 24.940,  89.166)      13229            23       2       3    82540
2012-133T16:28:58.5606Z [May 12] ( 25.120,  89.350)     146042           234       7      21    82540
2012-133T16:28:58.5998Z [May 12] ( 25.438,  90.614)     183209           642       7      19    82540
2012-133T16:28:58.6249Z [May 12] ( 25.178,  90.160)      59221           195       4      11    82540
2012-133T16:28:58.6394Z [May 12] ( 24.987,  89.860)      48036           213       6      10    82540
2012-133T16:28:58.7791Z [May 12] ( 25.138,  89.909)      61983           223       3      10    82540
2012-133T16:28:58.9078Z [May 12] ( 25.033,  89.645)      13238            27       3       3    82540
2012-133T16:28:59.0475Z [May 12] ( 25.160,  89.660)      10426             0       1       2    82540
2012-133T16:28:59.4595Z [May 12] ( 25.103,  89.553)     156614           287       6      18    82540
2012-133T16:28:59.5042Z [May 12] ( 26.643,  88.904)      74517           132       3      11    82540
2012-133T16:28:59.5364Z [May 12] ( 25.297,  89.838)      63294           347       6      12    82540
2012-133T16:28:59.6635Z [May 12] ( 25.241,  89.861)      42409             0       1       5    82540
2012-133T16:28:59.9052Z [May 12] ( 25.157,  90.095)     276989           565       9      35    82540
2012-133T16:28:59.9233Z [May 12] ( 25.207,  90.288)      28494             0       1       4    82540
2012-133T16:28:59.9319Z [May 12] ( 25.188,  89.826)      10426             0       1       2    82540
2012-133T16:28:59.9731Z [May 12] ( 25.300,  90.297)      46738            39       2       5    82540
2012-133T16:29:00.0289Z [May 12] ( 25.199,  89.961)     113308           261       4      13    82540
2012-133T16:29:00.1002Z [May 12] ( 25.298,  89.999)    1466886           725      32     129    82540
2012-133T16:29:00.4691Z [May 12] ( 25.009,  89.567)     160482           107       4      15    82540
2012-133T16:29:00.4781Z [May 12] ( 25.390,  90.639)     509434           440      19      56    82540
2012-133T16:29:00.6359Z [May 12] ( 24.913,  89.284)     532011           300      16      41    82540
2012-133T16:29:00.7253Z [May 12] ( 25.416,  90.572)     594037           447      15      50    82540
2012-133T16:29:00.8203Z [May 12] ( 25.244,  90.451)     326977           271      12      39    82540
2012-133T16:29:00.8686Z [May 12] ( 25.536,  90.608)     357556           357      17      55    82540
2012-133T16:29:00.9439Z [May 12] ( 25.278,  90.313)      13228           128       2       3    82540
2012-133T16:29:00.9937Z [May 12] ( 25.084,  89.979)     234344           512      10      20    82540
2012-133T16:29:01.5545Z [May 12] ( 25.152,  89.567)      70261            42       3      10    82540
2012-133T16:29:01.6489Z [May 12] ( 25.486,  89.018)      31300           111       4       6    82540
2012-133T16:29:01.6901Z [May 12] ( 26.695,  89.235)     171786            98      11      24    82540
2012-133T16:29:01.8711Z [May 12] ( 26.954,  89.317)     205471           186       8      34    82540
2012-133T16:29:02.1148Z [May 12] ( 25.205,  89.921)       6945             0       1       1    82540
2012-133T16:29:02.9329Z [May 12] ( 25.225,  89.731)     132778           236       5      15    82540
2012-133T16:29:02.9901Z [May 12] ( 25.389,  90.593)      26397             0       1       4    82540
2012-133T16:29:03.0565Z [May 12] ( 25.396,  90.523)      89689           111       4      13    82540
2012-133T16:29:03.2911Z [May 12] ( 25.189,  90.413)      29284           144       5       5    82540
2012-133T16:29:03.5258Z [May 12] ( 25.218,  89.957)       4870             0       1       1    82540
2012-133T16:29:03.6152Z [May 12] ( 25.378,  90.772)     681265           655      37     108    82540
2012-133T16:29:03.8424Z [May 12] ( 25.443,  90.546)     155794           458      12      26    82540
2012-133T16:29:03.8856Z [May 12] ( 25.347,  89.839)     347541           384       9      36    82540
2012-133T16:29:04.0449Z [May 12] ( 25.233,  90.301)       9054             0       1       2    82540
2012-133T16:29:04.1218Z [May 12] ( 25.191,  89.981)     518270           632      31      67    82540
2012-133T16:29:04.2971Z [May 12] ( 25.185,  89.612)       9740             0       1       2    82540
2012-133T16:29:05.0384Z [May 12] ( 25.445,  90.603)     426831           503       8      34    82540
2012-133T16:29:05.4198Z [May 12] ( 25.310,  90.405)      64014            36       2       7    82540
2012-133T16:29:05.5454Z [May 12] ( 25.214,  89.827)      20942             0       1       3    82540
2012-133T16:29:06.0072Z [May 12] ( 25.118,  89.589)      30638            53       2       6    82540
2012-133T16:29:06.7629Z [May 12] ( 25.406,  90.596)     561718           934      24      68    82540
2012-133T16:29:06.7755Z [May 12] ( 25.342,  90.259)      17376           144       2       3    82540
2012-133T16:29:06.8288Z [May 12] ( 25.232,  90.094)    1003817           963      34     110    82540
2012-133T16:29:06.9132Z [May 12] ( 25.507,  90.600)      13302             0       1       2    82540
2012-133T16:29:07.0172Z [May 12] ( 25.224,  89.921)      46575             0       1       5    82540
2012-133T16:29:07.0258Z [May 12] ( 25.384,  90.658)      76656           406       8      12    82540
2012-133T16:29:07.1047Z [May 12] ( 25.102,  89.545)      54305           481       5       8    82540
2012-133T16:29:07.2675Z [May 12] ( 25.292,  89.874)      34019             0       1       4    82540
2012-133T16:29:07.9961Z [May 12] ( 25.217,  89.812)     428599           472      21      57    82540
2012-133T16:29:08.2865Z [May 12] ( 25.250,  90.290)      16670             0       1       2    82540
2012-133T16:29:08.4117Z [May 12] ( 25.256,  90.399)      75879           193       4      12    82540
2012-133T16:29:08.4353Z [May 12] ( 27.044,  89.327)      81899            92       4      13    82540
2012-133T16:29:08.7911Z [May 12] ( 25.491,  90.642)    1507780           632      36     137    82540
2012-133T16:29:08.9720Z [May 12] ( 25.332,  90.297)      59065           261       4      10    82540
2012-133T16:29:09.4539Z [May 12] ( 25.244,  89.957)      71096           438       7      15    82540
2012-133T16:29:09.6398Z [May 12] ( 25.166,  89.868)      61923           261       4      10    82540
2012-133T16:29:09.7333Z [May 12] ( 25.180,  89.714)      54997           162       4      10    82540
2012-133T16:29:10.0699Z [May 12] ( 25.067,  90.033)     164853           393       9      26    82540
2012-133T16:29:10.2775Z [May 12] ( 25.197,  90.303)      20869             0       1       4    82540
2012-133T16:29:10.7106Z [May 12] ( 25.400,  90.587)      13192             0       1       2    82540
2012-133T16:29:10.9076Z [May 12] ( 25.099,  90.212)     460598           263      13      55    82540
2012-133T16:29:11.3016Z [May 12] ( 25.337,  90.433)     207236           273      11      30    82540
2012-133T16:29:11.3679Z [May 12] ( 25.208,  89.935)     108475           506       8      18    82540
2012-133T16:29:11.3714Z [May 12] ( 25.426,  90.632)     277876           185      10      30    82540
2012-133T16:29:11.8709Z [May 12] ( 25.155,  90.105)      45228           291       3       9    82540
2012-133T16:29:11.9463Z [May 12] ( 25.143,  90.328)     435235           255       8      41    82540
2012-133T16:29:11.9840Z [May 12] ( 25.453,  90.542)      47275           302       6       8    82540
2012-133T16:29:12.1091Z [May 12] ( 25.267,  89.827)      17422            37       2       4    82540
2012-133T16:29:12.3920Z [May 12] ( 25.350,  90.342)      70921           146       3       8    82540
2012-133T16:29:12.6679Z [May 12] ( 25.220,  89.885)      11120            67       2       2    82540
2012-133T16:29:13.3749Z [May 12] ( 25.397,  90.583)      45205           406       4       7    82540
2012-133T16:29:13.8834Z [May 12] ( 25.351,  90.260)     542764           497      24      65    82540
2012-133T16:29:13.9784Z [May 12] ( 25.152,  90.023)      52839           289       6      10    82540
2012-133T16:29:14.5262Z [May 12] ( 25.212,  90.413)      40322            43       3       5    82540
2012-133T16:29:14.5297Z [May 12] ( 25.465,  90.604)     116099           286       4      13    82540
2012-133T16:29:14.5352Z [May 12] ( 25.544,  90.582)      52867            18       2       7    82540
2012-133T16:29:14.9774Z [May 12] ( 25.201,  90.311)      15313            18       2       3    82540
2012-133T16:29:15.5327Z [May 12] ( 25.406,  90.527)      32823           213       5       7    82540
2012-133T16:29:15.5342Z [May 12] ( 25.426,  90.650)      59879           224       6      12    82540
2012-133T16:29:15.5809Z [May 12] ( 25.323,  90.333)      16694             0       1       2    82540
2012-133T16:29:16.4618Z [May 12] ( 25.390,  90.585)      20889            62       3       3    82540
2012-133T16:29:16.8020Z [May 12] ( 25.452,  90.502)     120421           544      11      20    82540
2012-133T16:29:17.1171Z [May 12] ( 25.243,  90.276)      20174            87       3       4    82540
2012-133T16:29:17.8729Z [May 12] ( 25.380,  90.271)     543211           884      21      81    82540
2012-133T16:29:18.7356Z [May 12] ( 25.395,  90.614)     134950           347      11      23    82540
2012-133T16:29:18.7643Z [May 12] ( 25.419,  90.722)     343619           447      15      42    82540
2012-133T16:29:20.2592Z [May 12] ( 25.285,  90.425)      50795           123       3       7    82540
2012-133T16:29:20.4507Z [May 12] ( 25.488,  90.568)     310211           320      13      35    82540
2012-133T16:29:21.1261Z [May 12] ( 25.344,  90.589)      13924             0       1       3    82540
2012-133T16:29:23.2009Z [May 12] ( 25.445,  90.628)     120430           361      10      15    82540
2012-133T16:29:27.8581Z [May 12] ( 25.751,  91.059)      92558           429       6      17    82540
2012-133T23:00:03.3935Z [May 12] ( 23.538,  90.267)     717266           494      20      71    82544
2012-133T23:00:03.7051Z [May 12] ( 23.638,  90.344)     478878           699      20      67    82544
2012-133T23:00:05.0588Z [May 12] ( 23.599,  90.189)     206933           445      11      35    82544
2012-133T23:00:06.8171Z [May 12] ( 23.519,  90.537)     178833           558      15      37    82544
2012-133T23:00:07.3899Z [May 12] ( 23.615,  90.258)     422200           870      17      59    82544
2012-133T23:00:07.7588Z [May 12] ( 23.510,  90.312)     372389           436      13      55    82544
2012-133T23:00:08.1542Z [May 12] ( 23.362,  90.441)     721112           395      21      95    82544
2012-133T23:00:08.2422Z [May 12] ( 23.508,  90.641)      29908           173       4       7    82544
2012-133T23:00:09.2663Z [May 12] ( 23.434,  90.604)     193295           238       7      20    82544
2012-133T23:00:09.6170Z [May 12] ( 23.409,  90.490)     576967           437      17      97    82544
2012-133T23:00:09.6959Z [May 12] ( 23.681,  90.629)    1603926          1344      52     225    82544
2012-133T23:00:09.8517Z [May 12] ( 23.405,  90.682)     134553           379       8      21    82544
2012-133T23:00:10.0899Z [May 12] ( 23.504,  90.627)     111493           546       6      19    82544
2012-133T23:00:10.1668Z [May 12] ( 23.571,  90.677)    1092531           664      17     100    82544
2012-133T23:00:10.8653Z [May 12] ( 23.452,  90.726)     155251           690      15      36    82544
2012-133T23:00:11.7426Z [May 12] ( 23.335,  90.581)      30689             0       1       7    82544
2012-133T23:00:11.9376Z [May 12] ( 23.564,  90.332)     418176           603      15      57    82544
2012-133T23:00:12.1527Z [May 12] ( 23.404,  90.458)      63058           162       3      15    82544
2012-133T23:00:12.3909Z [May 12] ( 23.483,  90.389)     705462           408      10      82    82544
2012-133T23:00:12.5230Z [May 12] ( 23.526,  90.263)     325543           592      14      54    82544
2012-133T23:00:12.7793Z [May 12] ( 23.503,  90.685)     496320           537      25      92    82544
2012-133T23:00:13.1069Z [May 12] ( 23.515,  90.549)     214806           398       9      34    82544
2012-133T23:00:13.7677Z [May 12] ( 23.549,  90.633)     396367           461      15      51    82544
2012-133T23:00:13.8426Z [May 12] ( 23.548,  90.356)      28692            85       4       8    82544
2012-133T23:00:13.8642Z [May 12] ( 23.383,  90.583)      89055           236       5      17    82544
2012-133T23:00:14.6843Z [May 12] ( 23.483,  90.309)     260188           107       3      22    82544
2012-133T23:00:14.7024Z [May 12] ( 23.439,  90.672)     152934           588       7      27    82544
2012-133T23:00:14.7471Z [May 12] ( 23.643,  90.300)    1217004           811      34     145    82544
2012-133T23:00:14.8526Z [May 12] ( 23.804,  90.305)     121061           180       9      23    82544
2012-133T23:00:15.0461Z [May 12] ( 23.425,  90.492)     555455           377       8      78    82544
2012-133T23:00:15.6245Z [May 12] ( 23.368,  90.669)     101733           102       4      19    82544
2012-133T23:00:16.3009Z [May 12] ( 23.505,  90.671)      51851           297       6      11    82544
2012-133T23:00:16.4355Z [May 12] ( 23.521,  90.605)     156008           443      14      33    82544
2012-133T23:00:17.7189Z [May 12] ( 23.411,  90.765)    2724073          1070      38     234    82544
2012-133T23:00:17.8446Z [May 12] ( 23.494,  90.289)     715746           180      13      84    82544
2012-133T23:00:18.3350Z [May 12] ( 23.590,  90.621)    1725059          1002      40     204    82544
2012-133T23:00:18.5767Z [May 12] ( 23.522,  90.702)      39402           374       6      11    82544
2012-133T23:00:18.7310Z [May 12] ( 23.551,  90.539)     291976           553      13      52    82544
2012-133T23:00:18.9365Z [May 12] ( 23.461,  90.380)     135068            89       3      20    82544
2012-133T23:00:20.1164Z [May 12] ( 23.493,  90.536)      87335            85       4      15    82544
2012-133T23:00:20.4676Z [May 12] ( 23.483,  90.652)      56006            42       4      11    82544
2012-133T23:00:20.7254Z [May 12] ( 23.307,  90.523)     212553            69       3      23    82544
2012-133T23:00:20.8973Z [May 12] ( 23.433,  90.539)     102998           357       8      22    82544
2012-133T23:00:21.4862Z [May 12] ( 23.500,  90.611)      32191           213       4       8    82544
2012-133T23:00:21.7425Z [May 12] ( 23.491,  90.702)     777682          1235      32     117    82544
2012-133T23:00:22.3259Z [May 12] ( 23.591,  90.250)    3976566           596      44     278    82544
2012-133T23:00:22.4656Z [May 12] ( 23.500,  90.333)     223506           365       8      37    82544
2012-133T23:00:22.8455Z [May 12] ( 23.665,  90.378)    1776441           764      36     196    82544
2012-133T23:00:22.8666Z [May 12] ( 23.430,  90.474)      93144            78       2      15    82544
2012-133T23:00:23.0188Z [May 12] ( 23.508,  90.818)    1518785           743      22     215    82544
2012-133T23:00:23.4791Z [May 12] ( 23.422,  90.457)      23598             0       1       6    82544
2012-133T23:00:23.9073Z [May 12] ( 23.512,  90.671)     130116           531       9      23    82544
2012-133T23:00:24.1847Z [May 12] ( 23.650,  90.714)    2495348          1000      46     262    82544
2012-133T23:00:24.3334Z [May 12] ( 23.333,  90.593)     425289           146       7      63    82544
2012-133T23:00:24.3867Z [May 12] ( 23.407,  90.672)     112923           189      10      21    82544
2012-133T23:00:24.7128Z [May 12] ( 23.492,  90.541)     597387           637      18      91    82544
2012-133T23:00:25.3590Z [May 12] ( 23.509,  90.306)    1098709           497      21     118    82544
2012-133T23:00:25.5218Z [May 12] ( 23.483,  90.655)      54171           272       3      12    82544
2012-133T23:00:25.8480Z [May 12] ( 23.342,  90.711)     228597           341       9      39    82544
2012-133T23:00:26.2811Z [May 12] ( 23.574,  90.657)    2805164           789      43     229    82544
2012-133T23:00:26.7359Z [May 12] ( 23.759,  90.494)    1892526           539      40     228    82544
2012-133T23:00:27.1871Z [May 12] ( 23.378,  90.755)     682715           234      10      67    82544
2012-133T23:00:27.2123Z [May 12] ( 23.396,  90.572)     115330           345       5      25    82544
2012-133T23:00:27.5329Z [May 12] ( 23.541,  90.550)      27080            62       2       5    82544
2012-133T23:00:27.8243Z [May 12] ( 23.485,  90.603)     367361           274      10      54    82544
2012-133T23:00:28.2524Z [May 12] ( 23.453,  90.692)     237683           490      15      44    82544
2012-133T23:00:28.3655Z [May 12] ( 23.437,  90.485)     705105           389      19     131    82544
2012-133T23:00:29.1283Z [May 12] ( 23.547,  90.248)     949695           443      18      81    82544
2012-133T23:00:29.4806Z [May 12] ( 23.469,  90.321)     409505           329      10      59    82544
2012-133T23:00:29.7369Z [May 12] ( 23.512,  90.673)     993381           848      36     138    82544
2012-133T23:00:29.9444Z [May 12] ( 23.358,  90.633)      84404           671       8      22    82544
2012-133T23:00:30.5836Z [May 12] ( 23.509,  90.553)     411855           714      24      80    82544
2012-133T23:00:30.9188Z [May 12] ( 23.666,  90.274)    3840066           771      42     300    82544
2012-133T23:00:31.4323Z [May 12] ( 23.477,  90.393)    1724877           587      22     176    82544
2012-133T23:00:31.8228Z [May 12] ( 23.363,  90.440)     835912           682      22     115    82544
2012-133T23:00:31.8604Z [May 12] ( 23.682,  90.649)     239043           461      12      41    82544
2012-133T23:00:32.0790Z [May 12] ( 23.615,  90.581)     963539           382      20     105    82544
2012-133T23:00:32.2132Z [May 12] ( 23.487,  90.654)     160047           373       7      27    82544
2012-133T23:00:32.3831Z [May 12] ( 23.536,  90.596)     121764           565      11      25    82544
2012-133T23:00:32.5891Z [May 12] ( 23.438,  90.716)     296877           456      11      48    82544
2012-133T23:00:32.7268Z [May 12] ( 23.515,  90.306)     119413           241       6      23    82544
2012-133T23:00:34.6498Z [May 12] ( 23.403,  90.775)    1954296           488      31     179    82544
2012-133T23:00:34.7197Z [May 12] ( 23.520,  90.668)     476909           483      16      65    82544
2012-133T23:00:35.1850Z [May 12] ( 23.409,  90.446)      84290           238       2      18    82544
2012-133T23:00:35.5378Z [May 12] ( 23.489,  90.535)     327435           662      19      67    82544
2012-133T23:00:35.7403Z [May 12] ( 23.499,  90.293)     121241            21       3      18    82544
2012-133T23:00:36.6604Z [May 12] ( 23.425,  90.673)     395606           576      13      60    82544
2012-133T23:00:36.8217Z [May 12] ( 23.587,  90.309)    2471515           925      37     205    82544
2012-133T23:00:36.8413Z [May 12] ( 23.465,  90.597)      94976           532       7      21    82544
2012-133T23:00:37.6383Z [May 12] ( 23.593,  90.629)    1682828           579      34     171    82544
2012-133T23:00:37.8031Z [May 12] ( 23.287,  90.581)     506547           102       3      58    82544
2012-133T23:00:38.4835Z [May 12] ( 23.368,  90.563)     326434           268      13      66    82544
2012-133T23:00:38.7287Z [May 12] ( 23.420,  90.440)     368715           295       8      73    82544
2012-133T23:00:39.3302Z [May 12] ( 23.506,  90.709)     240569           336      12      41    82544
2012-133T23:00:39.4161Z [May 12] ( 23.520,  90.587)     778082           610      23     103    82544
2012-133T23:00:40.2432Z [May 12] ( 23.478,  90.354)     120106           175       4      22    82544
2012-133T23:00:40.6267Z [May 12] ( 23.342,  90.589)      80903            50       3      18    82544
2012-133T23:00:40.6603Z [May 12] ( 23.655,  90.309)    1463053           632      23     129    82544
2012-133T23:00:40.7950Z [May 12] ( 23.363,  90.754)     409271           605      20      66    82544
2012-133T23:00:40.9900Z [May 12] ( 23.507,  90.660)     719263           594      22     103    82544
2012-133T23:00:41.7759Z [May 12] ( 23.442,  90.832)     866001          1077      22     146    82544
2012-133T23:00:41.7869Z [May 12] ( 23.509,  90.306)     855928           524      14      92    82544
2012-133T23:00:41.8854Z [May 12] ( 23.431,  90.498)     498090           345       6      63    82544
2012-133T23:00:42.6266Z [May 12] ( 23.738,  90.713)   15327084          1072      80     682    82544
2012-133T23:00:43.1226Z [May 12] ( 23.470,  90.697)    1584051          1093      38     214    82544
2012-133T23:00:44.1110Z [May 12] ( 23.582,  90.548)     873933           592      24     128    82544
2012-133T23:00:44.8125Z [May 12] ( 23.537,  90.698)     151464            71       5      23    82544
2012-133T23:00:45.2065Z [May 12] ( 23.547,  90.271)    1639215           365      14      90    82544
2012-133T23:00:45.3552Z [May 12] ( 23.484,  90.582)     324257           402      10      48    82544
2012-133T23:00:45.9155Z [May 12] ( 23.541,  90.661)    1010535           716      28     123    82544
2012-133T23:00:45.9603Z [May 12] ( 23.384,  90.559)     322633           100       5      44    82544
2012-133T23:00:46.4798Z [May 12] ( 23.464,  90.780)    1301556           622      27     175    82544
2012-133T23:00:46.6643Z [May 12] ( 23.415,  90.658)      78584           202       4      13    82544
2012-133T23:00:46.7984Z [May 12] ( 23.651,  90.215)    3832395           948      57     245    82544
2012-133T23:00:46.8019Z [May 12] ( 23.565,  90.456)     296296           185       6      64    82544
2012-133T23:00:47.3693Z [May 12] ( 23.420,  90.436)     204744             0       1      27    82544
2012-133T23:00:47.6472Z [May 12] ( 23.486,  90.648)     314633           560      16      53    82544
