Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2012-089T14:36:22.5344Z [Mar 29] ( 27.401,  88.926)      17123             0       1       2    81853
2012-089T14:36:22.9856Z [Mar 29] ( 27.370,  88.989)      24412           213       2       5    81853
2012-089T14:36:24.0545Z [Mar 29] ( 27.271,  88.493)      30951           145       3       4    81853
2012-089T14:36:25.8665Z [Mar 29] ( 27.250,  89.461)     132813           191       9      18    81853
2012-089T14:36:26.3359Z [Mar 29] ( 27.258,  89.147)       5734             0       1       1    81853
2012-089T14:36:26.3519Z [Mar 29] ( 27.373,  89.019)      20809            30       2       4    81853
2012-089T14:36:27.4961Z [Mar 29] ( 27.378,  88.958)       7162             0       1       1    81853
2012-089T14:36:28.2514Z [Mar 29] ( 27.275,  89.316)      17292             0       1       2    81853
2012-089T14:36:30.3966Z [Mar 29] ( 27.249,  89.591)      99904           153       6      17    81853
2012-089T14:36:30.4609Z [Mar 29] ( 27.225,  89.575)      73233            41       3       8    81853
2012-089T14:36:30.5936Z [Mar 29] ( 27.326,  88.969)      46556            49       2       5    81853
2012-089T14:36:31.4082Z [Mar 29] ( 27.322,  88.619)      71303           125       4      11    81853
2012-089T14:36:31.6016Z [Mar 29] ( 27.469,  88.637)     441991           449      23      55    81853
2012-089T14:36:31.6765Z [Mar 29] ( 27.396,  88.962)     227477           270      14      32    81853
2012-089T14:36:37.3724Z [Mar 29] ( 27.337,  88.981)      16498           173       2       3    81853
2012-089T14:36:39.6910Z [Mar 29] ( 27.279,  89.152)      16498           143       2       3    81853
2012-092T13:26:41.0095Z [Apr 01] ( 27.473,  91.985)     345790             7       5      45    81899
2012-094T13:11:45.8548Z [Apr 03] ( 26.811,  87.523)      83031           215       5      11    81930
2012-094T18:06:12.1145Z [Apr 03] ( 26.421,  88.698)     266530           255      10      28    81933
2012-094T18:06:18.6069Z [Apr 03] ( 26.520,  88.779)     104916           252       4      21    81933
2012-094T18:06:22.1983Z [Apr 03] ( 26.381,  88.760)      37143             0       1       4    81933
2012-094T18:06:29.8455Z [Apr 03] ( 26.451,  88.730)      59489            45       3       9    81933
2012-094T18:06:32.9715Z [Apr 03] ( 24.555,  89.024)     149732           503      15      20    81933
2012-094T18:06:52.0115Z [Apr 03] ( 26.427,  88.696)      28742           122       2       5    81933
2012-094T18:06:52.8120Z [Apr 03] ( 24.589,  89.173)      23269           116       3       4    81933
2012-094T18:06:57.9009Z [Apr 03] ( 26.413,  88.737)      83572            25       3      12    81933
2012-094T18:06:59.9059Z [Apr 03] ( 26.497,  88.825)      80719             2       2      12    81933
2012-094T18:07:09.2037Z [Apr 03] ( 26.446,  88.745)      76476           202       5       9    81933
2012-094T18:07:12.8781Z [Apr 03] ( 26.371,  88.816)      14618            34       3       3    81933
2012-094T18:07:12.9047Z [Apr 03] ( 25.532,  91.651)     710189           574      25      75    81933
2012-094T18:07:13.0946Z [Apr 03] ( 25.558,  91.694)    1128747           240      13      62    81933
2012-094T18:07:17.7554Z [Apr 03] ( 26.530,  88.814)     312606           127       4      50    81933
2012-094T18:07:18.8026Z [Apr 03] ( 24.616,  89.116)      14618            21       3       3    81933
2012-094T18:07:23.2483Z [Apr 03] ( 26.400,  88.832)     118169           102       3      13    81933
2012-094T18:07:24.2744Z [Apr 03] ( 26.418,  88.731)      95872           308      13      14    81933
2012-094T18:07:29.2110Z [Apr 03] ( 26.361,  88.828)       5556             0       1       1    81933
2012-094T18:07:33.3542Z [Apr 03] ( 25.218,  91.502)      20110             1       2       2    81933
2012-094T18:07:33.9110Z [Apr 03] ( 24.551,  89.013)      11129            10       2       2    81933
2012-094T18:07:34.6215Z [Apr 03] ( 24.575,  88.906)      22283            27       3       5    81933
2012-094T18:07:36.1667Z [Apr 03] ( 26.398,  88.845)      61185             9       2       7    81933
2012-094T18:07:46.4228Z [Apr 03] ( 24.516,  89.224)      88359           252       6      11    81933
2012-094T18:07:51.5399Z [Apr 03] ( 24.588,  89.223)     130003           363       5      18    81933
2012-094T18:07:55.1046Z [Apr 03] ( 25.509,  91.596)     638329           127      19      44    81933
2012-094T18:08:07.5075Z [Apr 03] ( 25.476,  91.731)    2254679           234      41     115    81933
2012-095T17:11:07.9691Z [Apr 04] ( 25.828,  91.895)       9462             0       1       2    81948
2012-095T17:11:14.5223Z [Apr 04] ( 26.104,  92.182)     189106           288       3      17    81948
2012-095T17:11:16.1645Z [Apr 04] ( 25.914,  92.049)      61311           255       4      10    81948
2012-095T17:11:16.6137Z [Apr 04] ( 26.552,  91.876)      25896            39       2       5    81948
2012-095T17:11:23.9046Z [Apr 04] ( 26.706,  91.050)     176780           112       9      22    81948
2012-095T17:11:29.2814Z [Apr 04] ( 25.862,  92.063)       8316             0       1       2    81948
2012-095T17:11:29.3422Z [Apr 04] ( 26.562,  91.914)      13388             0       1       3    81948
2012-095T17:11:33.0019Z [Apr 04] ( 26.508,  91.912)     146425             0       1      20    81948
2012-095T17:11:33.0487Z [Apr 04] ( 26.561,  91.885)      23285             0       1       4    81948
2012-095T17:11:33.1934Z [Apr 04] ( 25.878,  92.073)      17546            25       2       4    81948
2012-095T17:11:35.4873Z [Apr 04] ( 26.808,  91.056)    1004801           526      36      96    81948
2012-095T17:11:37.3114Z [Apr 04] ( 25.897,  92.122)      28821           177       2       5    81948
2012-095T17:11:38.5094Z [Apr 04] ( 26.418,  91.810)      86868           161       5      14    81948
2012-095T17:11:45.8721Z [Apr 04] ( 25.957,  92.189)      34699             0       1       5    81948
2012-095T17:11:50.7384Z [Apr 04] ( 25.898,  92.149)      46787           168       2       4    81948
2012-095T17:11:51.0680Z [Apr 04] ( 26.668,  91.245)      66093           300       2      10    81948
2012-095T17:11:52.1208Z [Apr 04] ( 25.958,  92.086)     283319           357      14      33    81948
2012-095T17:11:53.3635Z [Apr 04] ( 26.067,  92.246)      78866           187       3       8    81948
2012-095T17:11:56.0669Z [Apr 04] ( 26.705,  91.057)      13229             3       2       3    81948
2012-095T17:12:05.4040Z [Apr 04] ( 26.505,  91.962)     251754           319       6      45    81948
2012-095T17:12:13.9431Z [Apr 04] ( 26.096,  92.234)      68257           261       7      11    81948
2012-095T17:12:14.2883Z [Apr 04] ( 26.051,  91.198)       4870             0       1       1    81948
2012-095T17:12:14.4139Z [Apr 04] ( 25.842,  92.085)      80034           234       4       8    81948
2012-095T17:12:17.6295Z [Apr 04] ( 25.884,  91.874)      21588             0       1       5    81948
2012-095T17:12:19.8174Z [Apr 04] ( 26.060,  92.284)      66919            91       3       7    81948
2012-095T17:12:22.2455Z [Apr 04] ( 26.488,  91.991)       5556             0       1       1    81948
2012-095T17:12:24.7646Z [Apr 04] ( 25.812,  92.149)      38315           249       4       9    81948
2012-095T17:12:25.7726Z [Apr 04] ( 26.035,  91.158)      34789           198       2       5    81948
2012-095T17:12:25.9570Z [Apr 04] ( 25.790,  91.905)      10426             0       1       2    81948
2012-095T17:12:26.4103Z [Apr 04] ( 26.008,  91.234)       4870             0       1       1    81948
2012-095T17:12:27.0726Z [Apr 04] ( 25.838,  92.087)     159417           422       9      22    81948
2012-095T17:12:27.9715Z [Apr 04] ( 26.057,  91.233)      49396           164       4       9    81948
2012-095T17:12:31.8122Z [Apr 04] ( 25.793,  91.925)      18099            89       2       4    81948
2012-095T17:12:35.9926Z [Apr 04] ( 25.942,  92.268)       9054             0       1       2    81948
2012-095T17:12:37.9604Z [Apr 04] ( 25.799,  91.938)      14573           187       2       2    81948
2012-096T11:21:08.0382Z [Apr 05] ( 26.964,  89.460)     141699           129       7      15    81960
2012-096T11:21:14.9175Z [Apr 05] ( 26.952,  89.428)      91030           139       3       9    81960
2012-096T11:21:24.2043Z [Apr 05] ( 26.968,  89.440)     309931           329      11      27    81960
2012-096T11:21:24.5822Z [Apr 05] ( 24.395,  92.353)      86129           159       9      12    81960
2012-096T11:21:25.2430Z [Apr 05] ( 26.768,  91.392)     382686           363       8      17    81960
2012-096T11:21:26.7329Z [Apr 05] ( 27.325,  91.219)      40760            14       4       7    81960
2012-096T11:21:31.6655Z [Apr 05] ( 26.960,  89.439)      97509           189       4      10    81960
2012-096T11:21:32.0881Z [Apr 05] ( 24.537,  92.354)     394641           837      19      40    81960
2012-096T11:21:34.0358Z [Apr 05] ( 27.008,  91.848)     443174           324      11      38    81960
2012-096T11:21:36.4639Z [Apr 05] ( 27.372,  90.120)     235767           204       5      20    81960
2012-096T11:21:37.0046Z [Apr 05] ( 24.352,  92.468)     104139           189       6       9    81960
2012-096T11:21:40.1252Z [Apr 05] ( 24.436,  92.399)     174374           229      10      21    81960
2012-096T11:21:42.2794Z [Apr 05] ( 27.020,  89.423)     882642            26       3      35    81960
2012-096T11:21:45.8371Z [Apr 05] ( 26.985,  89.461)      52100           134       5       8    81960
2012-096T11:21:46.0251Z [Apr 05] ( 24.313,  92.456)      38956            60       2       3    81960
2012-096T11:21:47.4482Z [Apr 05] ( 26.774,  91.406)     247793           261      10      19    81960
2012-096T11:21:49.9818Z [Apr 05] ( 24.404,  92.313)      82100           136       5       9    81960
2012-096T11:21:57.3787Z [Apr 05] ( 26.980,  89.449)     701948           286      19      47    81960
2012-096T11:21:57.6882Z [Apr 05] ( 26.740,  91.444)      58809            12       4       9    81960
2012-096T11:21:59.2782Z [Apr 05] ( 27.358,  91.282)     151309           334      11      19    81960
2012-096T11:21:59.6651Z [Apr 05] ( 24.425,  92.367)      55091           141       5      10    81960
2012-096T11:22:00.7877Z [Apr 05] ( 24.350,  92.456)      68041            65       5       8    81960
2012-096T11:22:02.6731Z [Apr 05] ( 26.773,  91.399)     121981            37       4      12    81960
2012-096T11:22:05.0630Z [Apr 05] ( 24.388,  92.407)      80974            71       3       9    81960
2012-096T11:22:06.3740Z [Apr 05] ( 26.929,  89.418)     154753            26       2      16    81960
2012-096T11:22:07.8042Z [Apr 05] ( 27.479,  91.602)    1558227           607      31     142    81960
2012-096T11:22:09.6896Z [Apr 05] ( 24.338,  92.437)      27960             0       1       2    81960
2012-096T11:22:10.2338Z [Apr 05] ( 26.662,  91.447)      39793            11       2       3    81960
2012-096T11:22:10.4614Z [Apr 05] ( 24.449,  92.428)      72928            75       2       8    81960
2012-096T11:22:10.5941Z [Apr 05] ( 26.783,  91.441)     319781           345      18      36    81960
2012-096T11:22:12.0137Z [Apr 05] ( 27.031,  91.895)     252079           111       4      27    81960
2012-096T11:22:13.7468Z [Apr 05] ( 27.416,  91.570)      59926            52       4      12    81960
2012-096T11:22:15.5734Z [Apr 05] ( 26.980,  89.456)     115271           503      10      17    81960
2012-096T11:22:15.6146Z [Apr 05] ( 27.085,  89.451)     175648           377       4      18    81960
2012-096T11:22:15.8830Z [Apr 05] ( 27.050,  89.451)     330583           245       8      32    81960
2012-096T11:22:17.1453Z [Apr 05] ( 26.721,  91.356)       9818             0       1       1    81960
2012-096T11:22:17.8151Z [Apr 05] ( 27.356,  91.264)     127135            12       2      10    81960
2012-096T11:22:18.5241Z [Apr 05] ( 24.422,  92.385)      78518           141       5       8    81960
2012-096T11:22:29.1521Z [Apr 05] ( 26.767,  91.459)     351656           238      14      34    81960
2012-096T11:22:29.8647Z [Apr 05] ( 26.974,  91.840)    1019895           249       6     116    81960
2012-096T11:22:30.3124Z [Apr 05] ( 24.429,  92.392)      79041           109       5       7    81960
2012-096T11:22:31.4747Z [Apr 05] ( 26.739,  91.384)      21559             0       1       2    81960
2012-096T11:22:38.9264Z [Apr 05] ( 26.928,  91.199)      69890            32       3       7    81960
2012-096T11:22:39.6570Z [Apr 05] ( 27.342,  91.288)      63296           206       3       9    81960
2012-096T11:22:47.1016Z [Apr 05] ( 26.951,  91.829)      94322           166       8      14    81960
2012-096T11:22:48.2172Z [Apr 05] ( 24.468,  92.410)      61752           256       5       8    81960
2012-096T11:22:52.1815Z [Apr 05] ( 26.741,  91.460)      50051           200       4       7    81960
2012-096T11:22:52.4679Z [Apr 05] ( 24.417,  92.371)      26086            14       2       2    81960
2012-096T11:22:53.1895Z [Apr 05] ( 27.364,  91.268)     870224           384      24      76    81960
2012-096T11:22:57.0980Z [Apr 05] ( 27.377,  91.204)     104352           146       4      15    81960
2012-096T11:23:01.2964Z [Apr 05] ( 27.482,  91.591)      38170            18       2       6    81960
2012-096T17:53:04.8727Z [Apr 05] ( 25.507,  90.325)      29060            89       3       6    81964
2012-096T17:53:06.0436Z [Apr 05] ( 25.449,  90.250)      45225            76       4       8    81964
2012-096T17:53:10.6917Z [Apr 05] ( 24.972,  90.406)      63674           417       5      15    81964
2012-096T17:53:13.7661Z [Apr 05] ( 25.117,  90.468)      99157           118       6      20    81964
2012-096T17:53:14.7992Z [Apr 05] ( 24.877,  90.375)     439143           450      22      63    81964
2012-096T17:53:15.2052Z [Apr 05] ( 25.312,  90.363)      55117           426       8      12    81964
2012-096T17:53:17.0158Z [Apr 05] ( 25.294,  90.250)      19297            96       2       5    81964
2012-096T17:53:18.1007Z [Apr 05] ( 24.778,  90.436)     941578           889      62     163    81964
2012-096T17:53:20.7092Z [Apr 05] ( 25.229,  90.212)      12080             0       1       3    81964
2012-096T17:53:22.6162Z [Apr 05] ( 24.950,  90.231)     106243           107       9      23    81964
2012-096T17:53:22.8237Z [Apr 05] ( 24.869,  90.169)       7206             0       1       2    81964
2012-096T17:53:22.9062Z [Apr 05] ( 25.052,  89.991)    1544596           829      51     200    81964
2012-096T17:53:22.9710Z [Apr 05] ( 24.825,  90.741)       8548             0       1       2    81964
2012-096T17:53:23.0388Z [Apr 05] ( 25.252,  90.532)     899402           388      22      87    81964
2012-096T17:53:23.1479Z [Apr 05] ( 25.204,  89.681)    2920319            36      20     231    81964
2012-096T17:53:23.1855Z [Apr 05] ( 25.279,  89.732)      98646           426       8      26    81964
